	200PopravljenStroembom ovc
	1 AI1 ovcarjev
Generacija 1, Fitness 0,004975124, Gen ;0,5522;0,3108;0,3849;0,0246;0,0988;0,9831;0,6815;0,3133;0,622;0,8002;0,7832;0,6714;0,1441;0,2983;0,047;0,1437;0,2498;0,1655;0,7393;0,6878;0,3086

Generacija 1, Fitness 0,004975124, Gen ;0,5522;0,3108;0,3849;0,0246;0,0988;0,9831;0,6815;0,3133;0,622;0,8002;0,7832;0,6714;0,1441;0,2983;0,047;0,1437;0,2498;0,1655;0,7393;0,6878;0,3086

Generacija 1, Fitness 0,004975124, Gen ;0,5522;0,3108;0,3849;0,0246;0,0988;0,9831;0,6815;0,3133;0,622;0,8002;0,7832;0,6714;0,1441;0,2983;0,047;0,1437;0,2498;0,1655;0,7393;0,6878;0,3086

Generacija 1, Fitness 0,004975124, Gen ;0,5522;0,3108;0,3849;0,0246;0,0988;0,9831;0,6815;0,3133;0,622;0,8002;0,7832;0,6714;0,1441;0,2983;0,047;0,1437;0,2498;0,1655;0,7393;0,6878;0,3086

Generacija 1, Fitness 0,004975124, Gen ;0,5522;0,3108;0,3849;0,0246;0,0988;0,9831;0,6815;0,3133;0,622;0,8002;0,7832;0,6714;0,1441;0,2983;0,047;0,1437;0,2498;0,1655;0,7393;0,6878;0,3086

Generacija 1, Fitness 0,004975124, Gen ;0,5522;0,3108;0,3849;0,0246;0,0988;0,9831;0,6815;0,3133;0,622;0,8002;0,7832;0,6714;0,1441;0,2983;0,047;0,1437;0,2498;0,1655;0,7393;0,6878;0,3086

Generacija 1, Fitness 0,004975124, Gen ;0,5522;0,3108;0,3849;0,0246;0,0988;0,9831;0,6815;0,3133;0,622;0,8002;0,7832;0,6714;0,1441;0,2983;0,047;0,1437;0,2498;0,1655;0,7393;0,6878;0,3086

Generacija 1, Fitness 0,004975124, Gen ;0,5522;0,3108;0,3849;0,0246;0,0988;0,9831;0,6815;0,3133;0,622;0,8002;0,7832;0,6714;0,1441;0,2983;0,047;0,1437;0,2498;0,1655;0,7393;0,6878;0,3086

Generacija 1, Fitness 0,004975124, Gen ;0,5522;0,3108;0,3849;0,0246;0,0988;0,9831;0,6815;0,3133;0,622;0,8002;0,7832;0,6714;0,1441;0,2983;0,047;0,1437;0,2498;0,1655;0,7393;0,6878;0,3086

Generacija 1, Fitness 0,004975124, Gen ;0,5522;0,3108;0,3849;0,0246;0,0988;0,9831;0,6815;0,3133;0,622;0,8002;0,7832;0,6714;0,1441;0,2983;0,047;0,1437;0,2498;0,1655;0,7393;0,6878;0,3086

Generacija 1, Fitness 0,004975124, Gen ;0,5522;0,3108;0,3849;0,0246;0,0988;0,9831;0,6815;0,3133;0,622;0,8002;0,7832;0,6714;0,1441;0,2983;0,047;0,1437;0,2498;0,1655;0,7393;0,6878;0,3086

Generacija 1, Fitness 0,004975124, Gen ;0,5522;0,3108;0,3849;0,0246;0,0988;0,9831;0,6815;0,3133;0,622;0,8002;0,7832;0,6714;0,1441;0,2983;0,047;0,1437;0,2498;0,1655;0,7393;0,6878;0,3086

Generacija 1, Fitness 0,004975124, Gen ;0,5522;0,3108;0,3849;0,0246;0,0988;0,9831;0,6815;0,3133;0,622;0,8002;0,7832;0,6714;0,1441;0,2983;0,047;0,1437;0,2498;0,1655;0,7393;0,6878;0,3086

Generacija 1, Fitness 0,004975124, Gen ;0,5522;0,3108;0,3849;0,0246;0,0988;0,9831;0,6815;0,3133;0,622;0,8002;0,7832;0,6714;0,1441;0,2983;0,047;0,1437;0,2498;0,1655;0,7393;0,6878;0,3086

Generacija 1, Fitness 0,004975124, Gen ;0,5522;0,3108;0,3849;0,0246;0,0988;0,9831;0,6815;0,3133;0,622;0,8002;0,7832;0,6714;0,1441;0,2983;0,047;0,1437;0,2498;0,1655;0,7393;0,6878;0,3086

Generacija 1, Fitness 0,004975124, Gen ;0,5522;0,3108;0,3849;0,0246;0,0988;0,9831;0,6815;0,3133;0,622;0,8002;0,7832;0,6714;0,1441;0,2983;0,047;0,1437;0,2498;0,1655;0,7393;0,6878;0,3086

Generacija 1, Fitness 0,004975124, Gen ;0,5522;0,3108;0,3849;0,0246;0,0988;0,9831;0,6815;0,3133;0,622;0,8002;0,7832;0,6714;0,1441;0,2983;0,047;0,1437;0,2498;0,1655;0,7393;0,6878;0,3086

Generacija 1, Fitness 0,004975124, Gen ;0,5522;0,3108;0,3849;0,0246;0,0988;0,9831;0,6815;0,3133;0,622;0,8002;0,7832;0,6714;0,1441;0,2983;0,047;0,1437;0,2498;0,1655;0,7393;0,6878;0,3086

Generacija 1, Fitness 0,004975124, Gen ;0,5522;0,3108;0,3849;0,0246;0,0988;0,9831;0,6815;0,3133;0,622;0,8002;0,7832;0,6714;0,1441;0,2983;0,047;0,1437;0,2498;0,1655;0,7393;0,6878;0,3086

Generacija 1, Fitness 0,004975124, Gen ;0,5522;0,3108;0,3849;0,0246;0,0988;0,9831;0,6815;0,3133;0,622;0,8002;0,7832;0,6714;0,1441;0,2983;0,047;0,1437;0,2498;0,1655;0,7393;0,6878;0,3086

Generacija 1, Fitness 0,004975124, Gen ;0,5522;0,3108;0,3849;0,0246;0,0988;0,9831;0,6815;0,3133;0,622;0,8002;0,7832;0,6714;0,1441;0,2983;0,047;0,1437;0,2498;0,1655;0,7393;0,6878;0,3086

Generacija 1, Fitness 0,004975124, Gen ;0,5522;0,3108;0,3849;0,0246;0,0988;0,9831;0,6815;0,3133;0,622;0,8002;0,7832;0,6714;0,1441;0,2983;0,047;0,1437;0,2498;0,1655;0,7393;0,6878;0,3086

Generacija 1, Fitness 0,004975124, Gen ;0,5522;0,3108;0,3849;0,0246;0,0988;0,9831;0,6815;0,3133;0,622;0,8002;0,7832;0,6714;0,1441;0,2983;0,047;0,1437;0,2498;0,1655;0,7393;0,6878;0,3086

Generacija 1, Fitness 0,004975124, Gen ;0,5522;0,3108;0,3849;0,0246;0,0988;0,9831;0,6815;0,3133;0,622;0,8002;0,7832;0,6714;0,1441;0,2983;0,047;0,1437;0,2498;0,1655;0,7393;0,6878;0,3086

Generacija 1, Fitness 0,004975124, Gen ;0,5522;0,3108;0,3849;0,0246;0,0988;0,9831;0,6815;0,3133;0,622;0,8002;0,7832;0,6714;0,1441;0,2983;0,047;0,1437;0,2498;0,1655;0,7393;0,6878;0,3086

Generacija 1, Fitness 0,004975124, Gen ;0,5522;0,3108;0,3849;0,0246;0,0988;0,9831;0,6815;0,3133;0,622;0,8002;0,7832;0,6714;0,1441;0,2983;0,047;0,1437;0,2498;0,1655;0,7393;0,6878;0,3086

Generacija 1, Fitness 0,004975124, Gen ;0,5522;0,3108;0,3849;0,0246;0,0988;0,9831;0,6815;0,3133;0,622;0,8002;0,7832;0,6714;0,1441;0,2983;0,047;0,1437;0,2498;0,1655;0,7393;0,6878;0,3086

Generacija 1, Fitness 0,004975124, Gen ;0,5522;0,3108;0,3849;0,0246;0,0988;0,9831;0,6815;0,3133;0,622;0,8002;0,7832;0,6714;0,1441;0,2983;0,047;0,1437;0,2498;0,1655;0,7393;0,6878;0,3086

Generacija 1, Fitness 0,004975124, Gen ;0,5522;0,3108;0,3849;0,0246;0,0988;0,9831;0,6815;0,3133;0,622;0,8002;0,7832;0,6714;0,1441;0,2983;0,047;0,1437;0,2498;0,1655;0,7393;0,6878;0,3086

Generacija 1, Fitness 0,004975124, Gen ;0,5522;0,3108;0,3849;0,0246;0,0988;0,9831;0,6815;0,3133;0,622;0,8002;0,7832;0,6714;0,1441;0,2983;0,047;0,1437;0,2498;0,1655;0,7393;0,6878;0,3086

Generacija 1, Fitness 0,004975124, Gen ;0,5522;0,3108;0,3849;0,0246;0,0988;0,9831;0,6815;0,3133;0,622;0,8002;0,7832;0,6714;0,1441;0,2983;0,047;0,1437;0,2498;0,1655;0,7393;0,6878;0,3086

Generacija 1, Fitness 0,004975124, Gen ;0,5522;0,3108;0,3849;0,0246;0,0988;0,9831;0,6815;0,3133;0,622;0,8002;0,7832;0,6714;0,1441;0,2983;0,047;0,1437;0,2498;0,1655;0,7393;0,6878;0,3086

Generacija 1, Fitness 0,004975124, Gen ;0,5522;0,3108;0,3849;0,0246;0,0988;0,9831;0,6815;0,3133;0,622;0,8002;0,7832;0,6714;0,1441;0,2983;0,047;0,1437;0,2498;0,1655;0,7393;0,6878;0,3086

Generacija 1, Fitness 0,004975124, Gen ;0,5522;0,3108;0,3849;0,0246;0,0988;0,9831;0,6815;0,3133;0,622;0,8002;0,7832;0,6714;0,1441;0,2983;0,047;0,1437;0,2498;0,1655;0,7393;0,6878;0,3086

Generacija 1, Fitness 0,004975124, Gen ;0,5522;0,3108;0,3849;0,0246;0,0988;0,9831;0,6815;0,3133;0,622;0,8002;0,7832;0,6714;0,1441;0,2983;0,047;0,1437;0,2498;0,1655;0,7393;0,6878;0,3086

Generacija 1, Fitness 0,004975124, Gen ;0,5522;0,3108;0,3849;0,0246;0,0988;0,9831;0,6815;0,3133;0,622;0,8002;0,7832;0,6714;0,1441;0,2983;0,047;0,1437;0,2498;0,1655;0,7393;0,6878;0,3086

Generacija 1, Fitness 0,004975124, Gen ;0,5522;0,3108;0,3849;0,0246;0,0988;0,9831;0,6815;0,3133;0,622;0,8002;0,7832;0,6714;0,1441;0,2983;0,047;0,1437;0,2498;0,1655;0,7393;0,6878;0,3086

Generacija 1, Fitness 0,004975124, Gen ;0,5522;0,3108;0,3849;0,0246;0,0988;0,9831;0,6815;0,3133;0,622;0,8002;0,7832;0,6714;0,1441;0,2983;0,047;0,1437;0,2498;0,1655;0,7393;0,6878;0,3086

Generacija 1, Fitness 0,004975124, Gen ;0,5522;0,3108;0,3849;0,0246;0,0988;0,9831;0,6815;0,3133;0,622;0,8002;0,7832;0,6714;0,1441;0,2983;0,047;0,1437;0,2498;0,1655;0,7393;0,6878;0,3086

Generacija 1, Fitness 0,004975124, Gen ;0,5522;0,3108;0,3849;0,0246;0,0988;0,9831;0,6815;0,3133;0,622;0,8002;0,7832;0,6714;0,1441;0,2983;0,047;0,1437;0,2498;0,1655;0,7393;0,6878;0,3086

Generacija 1, Fitness 0,004975124, Gen ;0,5522;0,3108;0,3849;0,0246;0,0988;0,9831;0,6815;0,3133;0,622;0,8002;0,7832;0,6714;0,1441;0,2983;0,047;0,1437;0,2498;0,1655;0,7393;0,6878;0,3086

Generacija 1, Fitness 0,004975124, Gen ;0,5522;0,3108;0,3849;0,0246;0,0988;0,9831;0,6815;0,3133;0,622;0,8002;0,7832;0,6714;0,1441;0,2983;0,047;0,1437;0,2498;0,1655;0,7393;0,6878;0,3086

Generacija 1, Fitness 0,004975124, Gen ;0,5522;0,3108;0,3849;0,0246;0,0988;0,9831;0,6815;0,3133;0,622;0,8002;0,7832;0,6714;0,1441;0,2983;0,047;0,1437;0,2498;0,1655;0,7393;0,6878;0,3086

Generacija 1, Fitness 0,004975124, Gen ;0,5522;0,3108;0,3849;0,0246;0,0988;0,9831;0,6815;0,3133;0,622;0,8002;0,7832;0,6714;0,1441;0,2983;0,047;0,1437;0,2498;0,1655;0,7393;0,6878;0,3086

Generacija 1, Fitness 0,004975124, Gen ;0,5522;0,3108;0,3849;0,0246;0,0988;0,9831;0,6815;0,3133;0,622;0,8002;0,7832;0,6714;0,1441;0,2983;0,047;0,1437;0,2498;0,1655;0,7393;0,6878;0,3086

Generacija 1, Fitness 0,004975124, Gen ;0,5522;0,3108;0,3849;0,0246;0,0988;0,9831;0,6815;0,3133;0,622;0,8002;0,7832;0,6714;0,1441;0,2983;0,047;0,1437;0,2498;0,1655;0,7393;0,6878;0,3086

Generacija 1, Fitness 0,004975124, Gen ;0,5522;0,3108;0,3849;0,0246;0,0988;0,9831;0,6815;0,3133;0,622;0,8002;0,7832;0,6714;0,1441;0,2983;0,047;0,1437;0,2498;0,1655;0,7393;0,6878;0,3086

Generacija 1, Fitness 0,004975124, Gen ;0,5522;0,3108;0,3849;0,0246;0,0988;0,9831;0,6815;0,3133;0,622;0,8002;0,7832;0,6714;0,1441;0,2983;0,047;0,1437;0,2498;0,1655;0,7393;0,6878;0,3086

Generacija 1, Fitness 0,004975124, Gen ;0,5522;0,3108;0,3849;0,0246;0,0988;0,9831;0,6815;0,3133;0,622;0,8002;0,7832;0,6714;0,1441;0,2983;0,047;0,1437;0,2498;0,1655;0,7393;0,6878;0,3086

Generacija 1, Fitness 0,004975124, Gen ;0,5522;0,3108;0,3849;0,0246;0,0988;0,9831;0,6815;0,3133;0,622;0,8002;0,7832;0,6714;0,1441;0,2983;0,047;0,1437;0,2498;0,1655;0,7393;0,6878;0,3086

Generacija 1, Fitness 0,004975124, Gen ;0,5522;0,3108;0,3849;0,0246;0,0988;0,9831;0,6815;0,3133;0,622;0,8002;0,7832;0,6714;0,1441;0,2983;0,047;0,1437;0,2498;0,1655;0,7393;0,6878;0,3086

Generacija 1, Fitness 0,004975124, Gen ;0,5522;0,3108;0,3849;0,0246;0,0988;0,9831;0,6815;0,3133;0,622;0,8002;0,7832;0,6714;0,1441;0,2983;0,047;0,1437;0,2498;0,1655;0,7393;0,6878;0,3086

Generacija 1, Fitness 0,004975124, Gen ;0,5522;0,3108;0,3849;0,0246;0,0988;0,9831;0,6815;0,3133;0,622;0,8002;0,7832;0,6714;0,1441;0,2983;0,047;0,1437;0,2498;0,1655;0,7393;0,6878;0,3086

Generacija 1, Fitness 0,004975124, Gen ;0,5522;0,3108;0,3849;0,0246;0,0988;0,9831;0,6815;0,3133;0,622;0,8002;0,7832;0,6714;0,1441;0,2983;0,047;0,1437;0,2498;0,1655;0,7393;0,6878;0,3086

Generacija 1, Fitness 0,004975124, Gen ;0,5522;0,3108;0,3849;0,0246;0,0988;0,9831;0,6815;0,3133;0,622;0,8002;0,7832;0,6714;0,1441;0,2983;0,047;0,1437;0,2498;0,1655;0,7393;0,6878;0,3086

Generacija 1, Fitness 0,004975124, Gen ;0,5522;0,3108;0,3849;0,0246;0,0988;0,9831;0,6815;0,3133;0,622;0,8002;0,7832;0,6714;0,1441;0,2983;0,047;0,1437;0,2498;0,1655;0,7393;0,6878;0,3086

Generacija 1, Fitness 0,004975124, Gen ;0,5522;0,3108;0,3849;0,0246;0,0988;0,9831;0,6815;0,3133;0,622;0,8002;0,7832;0,6714;0,1441;0,2983;0,047;0,1437;0,2498;0,1655;0,7393;0,6878;0,3086

Generacija 1, Fitness 0,004975124, Gen ;0,5522;0,3108;0,3849;0,0246;0,0988;0,9831;0,6815;0,3133;0,622;0,8002;0,7832;0,6714;0,1441;0,2983;0,047;0,1437;0,2498;0,1655;0,7393;0,6878;0,3086

Generacija 1, Fitness 0,004975124, Gen ;0,5522;0,3108;0,3849;0,0246;0,0988;0,9831;0,6815;0,3133;0,622;0,8002;0,7832;0,6714;0,1441;0,2983;0,047;0,1437;0,2498;0,1655;0,7393;0,6878;0,3086

Generacija 1, Fitness 0,004975124, Gen ;0,5522;0,3108;0,3849;0,0246;0,0988;0,9831;0,6815;0,3133;0,622;0,8002;0,7832;0,6714;0,1441;0,2983;0,047;0,1437;0,2498;0,1655;0,7393;0,6878;0,3086

Generacija 1, Fitness 0,004975124, Gen ;0,5522;0,3108;0,3849;0,0246;0,0988;0,9831;0,6815;0,3133;0,622;0,8002;0,7832;0,6714;0,1441;0,2983;0,047;0,1437;0,2498;0,1655;0,7393;0,6878;0,3086

Generacija 1, Fitness 0,004975124, Gen ;0,5522;0,3108;0,3849;0,0246;0,0988;0,9831;0,6815;0,3133;0,622;0,8002;0,7832;0,6714;0,1441;0,2983;0,047;0,1437;0,2498;0,1655;0,7393;0,6878;0,3086

Generacija 1, Fitness 0,004975124, Gen ;0,5522;0,3108;0,3849;0,0246;0,0988;0,9831;0,6815;0,3133;0,622;0,8002;0,7832;0,6714;0,1441;0,2983;0,047;0,1437;0,2498;0,1655;0,7393;0,6878;0,3086

Generacija 1, Fitness 0,004975124, Gen ;0,5522;0,3108;0,3849;0,0246;0,0988;0,9831;0,6815;0,3133;0,622;0,8002;0,7832;0,6714;0,1441;0,2983;0,047;0,1437;0,2498;0,1655;0,7393;0,6878;0,3086

Generacija 1, Fitness 0,004975124, Gen ;0,5522;0,3108;0,3849;0,0246;0,0988;0,9831;0,6815;0,3133;0,622;0,8002;0,7832;0,6714;0,1441;0,2983;0,047;0,1437;0,2498;0,1655;0,7393;0,6878;0,3086

Generacija 1, Fitness 0,004975124, Gen ;0,5522;0,3108;0,3849;0,0246;0,0988;0,9831;0,6815;0,3133;0,622;0,8002;0,7832;0,6714;0,1441;0,2983;0,047;0,1437;0,2498;0,1655;0,7393;0,6878;0,3086

Generacija 1, Fitness 0,004975124, Gen ;0,5522;0,3108;0,3849;0,0246;0,0988;0,9831;0,6815;0,3133;0,622;0,8002;0,7832;0,6714;0,1441;0,2983;0,047;0,1437;0,2498;0,1655;0,7393;0,6878;0,3086

Generacija 1, Fitness 0,004975124, Gen ;0,5522;0,3108;0,3849;0,0246;0,0988;0,9831;0,6815;0,3133;0,622;0,8002;0,7832;0,6714;0,1441;0,2983;0,047;0,1437;0,2498;0,1655;0,7393;0,6878;0,3086

Generacija 1, Fitness 0,004975124, Gen ;0,5522;0,3108;0,3849;0,0246;0,0988;0,9831;0,6815;0,3133;0,622;0,8002;0,7832;0,6714;0,1441;0,2983;0,047;0,1437;0,2498;0,1655;0,7393;0,6878;0,3086

Generacija 1, Fitness 0,004975124, Gen ;0,5522;0,3108;0,3849;0,0246;0,0988;0,9831;0,6815;0,3133;0,622;0,8002;0,7832;0,6714;0,1441;0,2983;0,047;0,1437;0,2498;0,1655;0,7393;0,6878;0,3086

Generacija 1, Fitness 0,004975124, Gen ;0,5522;0,3108;0,3849;0,0246;0,0988;0,9831;0,6815;0,3133;0,622;0,8002;0,7832;0,6714;0,1441;0,2983;0,047;0,1437;0,2498;0,1655;0,7393;0,6878;0,3086

Generacija 1, Fitness 0,004975124, Gen ;0,5522;0,3108;0,3849;0,0246;0,0988;0,9831;0,6815;0,3133;0,622;0,8002;0,7832;0,6714;0,1441;0,2983;0,047;0,1437;0,2498;0,1655;0,7393;0,6878;0,3086

Generacija 1, Fitness 0,004975124, Gen ;0,5522;0,3108;0,3849;0,0246;0,0988;0,9831;0,6815;0,3133;0,622;0,8002;0,7832;0,6714;0,1441;0,2983;0,047;0,1437;0,2498;0,1655;0,7393;0,6878;0,3086

Generacija 1, Fitness 0,004975124, Gen ;0,5522;0,3108;0,3849;0,0246;0,0988;0,9831;0,6815;0,3133;0,622;0,8002;0,7832;0,6714;0,1441;0,2983;0,047;0,1437;0,2498;0,1655;0,7393;0,6878;0,3086

Generacija 1, Fitness 0,004975124, Gen ;0,5522;0,3108;0,3849;0,0246;0,0988;0,9831;0,6815;0,3133;0,622;0,8002;0,7832;0,6714;0,1441;0,2983;0,047;0,1437;0,2498;0,1655;0,7393;0,6878;0,3086

Generacija 1, Fitness 0,004975124, Gen ;0,5522;0,3108;0,3849;0,0246;0,0988;0,9831;0,6815;0,3133;0,622;0,8002;0,7832;0,6714;0,1441;0,2983;0,047;0,1437;0,2498;0,1655;0,7393;0,6878;0,3086

Generacija 1, Fitness 0,004975124, Gen ;0,5522;0,3108;0,3849;0,0246;0,0988;0,9831;0,6815;0,3133;0,622;0,8002;0,7832;0,6714;0,1441;0,2983;0,047;0,1437;0,2498;0,1655;0,7393;0,6878;0,3086

